three,four,five,NDX
301.85,298.65,302.05,303.35
301.55,296.75,302.65,302.65
300.85,296.55,301.35,302.85
299.65,296.35,297.95,302.55
297.95,295.85,297.35,302.05
297.55,296.15,297.35,301.55
297.25,296.05,296.85,300.75
296.95,296.15,296.95,300.15
296.95,296.15,296.75,299.95
298.35,296.05,296.55,299.85
299.85,296.15,297.45,300.05
301.45,296.55,298.15,300.45
302.95,297.15,298.45,300.35
304.55,297.55,299.45,300.55
305.25,298.25,299.65,300.95
306.15,299.15,298.65,301.95
307.35,299.95,299.45,303.15
308.15,300.25,300.25,304.05
307.95,300.75,299.65,303.45
307.45,300.95,297.95,303.65
306.85,300.25,296.25,302.55
305.25,299.75,295.05,300.95
304.35,298.85,295.15,299.75
303.55,298.25,295.45,299.55
302.95,298.05,295.45,298.95
302.45,298.25,296.15,298.35
294.85,298.65,295.75,298.15
294.85,298.65,296.15,297.45
295.05,298.15,295.95,296.75
295.05,297.85,295.95,296.55
295.35,297.55,294.85,296.75
295.35,297.55,294.75,296.75
295.45,297.25,294.85,296.95
296.55,297.85,294.95,296.95
297.95,298.55,295.25,297.35
299.85,299.65,295.55,297.25
301.35,299.95,296.85,298.45
303.15,301.35,298.65,300.65
304.35,302.25,300.65,299.85
305.15,302.55,300.95,299.95
305.75,303.05,301.35,299.15
305.65,303.75,302.25,299.45
305.45,304.05,302.55,300.15
305.35,303.45,302.45,300.35
303.65,302.95,302.35,300.95
302.65,302.55,301.65,300.65
297.95,301.65,301.25,300.35
296.65,301.15,300.65,300.15
296.35,300.55,299.95,300.05
295.55,300.35,300.05,300.05
295.25,299.75,298.75,299.75
295.15,299.65,298.35,299.95
294.75,299.35,297.55,299.45
294.55,298.55,297.15,299.55
294.25,297.75,296.85,299.45
294.05,297.65,297.25,299.35
294.65,297.45,297.25,298.75
296.25,297.65,297.15,298.95
296.75,298.45,298.05,298.95
297.45,298.95,298.75,299.75
297.35,300.65,299.45,300.15
297.55,301.65,299.75,301.25
296.55,302.85,300.05,303.05
296.35,304.55,299.85,303.35
297.15,304.65,300.15,303.25
297.05,304.75,300.15,304.85
297.55,305.15,300.05,304.55
299.25,304.75,299.45,305.35
299.25,303.85,299.35,304.25
298.35,303.25,299.05,304.25
297.05,302.65,299.05,303.35
295.85,302.15,297.85,302.15
295.35,301.65,297.25,301.65
295.15,301.15,297.15,301.05
295.05,300.45,296.65,300.25
294.65,300.15,296.95,299.55
294.95,299.45,296.95,299.15
294.95,299.25,296.95,299.55
294.45,298.85,296.55,299.05
294.15,298.55,296.15,298.75
294.55,298.55,296.15,298.05
295.85,299.05,296.15,298.45
297.45,300.15,296.15,299.65
298.65,301.05,296.45,301.45
300.25,302.45,296.55,303.15
301.25,303.55,297.05,304.15
301.95,304.45,297.85,304.55
302.85,305.45,299.65,305.25
303.85,306.55,301.35,306.05
304.25,306.85,302.35,306.25
304.15,306.75,303.35,307.05
304.05,306.65,304.45,307.15
302.85,305.85,303.75,306.05
301.15,305.25,303.05,305.75
299.55,304.15,302.05,305.25
299.85,303.65,301.25,304.25
298.15,302.25,300.35,303.75
298.95,301.25,300.05,303.45
297.55,300.75,299.75,302.85
295.85,300.45,299.15,302.15
295.35,299.95,298.65,301.45
295.85,299.75,298.35,300.15
296.05,299.45,298.55,298.95
295.35,299.35,298.15,298.55
297.25,299.55,298.35,298.95
296.85,300.75,298.25,298.95
299.35,301.75,298.95,299.65
300.75,303.35,299.25,301.25
302.15,304.35,299.85,303.05
303.45,305.75,300.45,304.65
304.55,306.75,300.75,305.95
305.45,307.85,301.55,306.65
306.05,307.25,302.05,307.45
305.95,306.45,301.45,309.25
305.75,305.15,301.65,309.05
305.35,304.95,299.65,307.75
304.65,302.85,296.75,307.65
303.15,302.85,297.15,307.05
301.75,302.15,297.15,305.75
301.15,301.05,296.75,305.55
300.55,300.65,295.85,304.95
300.45,300.35,296.05,304.75
300.45,300.55,297.05,303.75
300.35,300.45,296.85,303.15
299.65,299.95,296.05,302.65
298.85,299.15,293.95,302.15
297.55,299.15,292.35,301.05
297.35,298.95,290.95,301.05
297.05,299.05,291.25,301.35
297.85,299.55,291.05,300.65
299.05,300.35,295.65,301.25
300.65,299.85,298.75,302.35
302.65,299.95,299.45,302.85
304.35,299.05,300.75,303.95
305.85,295.45,302.55,305.15
305.85,295.35,304.05,305.55
307.15,294.15,305.45,306.35
307.45,293.85,306.15,306.25
307.15,294.45,306.45,306.65
306.15,295.35,306.65,306.35
304.85,295.65,305.55,305.75
304.15,295.55,305.25,305.25
297.05,295.65,303.15,304.85
295.15,295.45,301.85,304.35
295.05,294.85,301.25,303.55
294.95,293.75,299.65,302.85
294.95,294.15,299.85,302.35
295.05,293.25,299.55,301.85
294.65,292.45,298.95,300.75
294.35,292.65,298.35,300.25
294.35,292.65,297.15,299.65
294.25,292.05,297.75,298.95
293.95,292.65,296.95,299.05
295.45,294.55,296.55,299.05
297.35,295.95,297.45,299.75
299.55,296.85,298.65,300.75
300.75,298.45,299.85,302.45
301.55,300.35,301.35,302.75
302.85,302.15,301.65,304.25
304.25,303.15,302.65,304.65
305.25,304.55,303.85,305.45
306.75,305.05,304.75,306.15
306.15,303.95,304.95,306.85
305.65,303.05,305.05,306.45
304.95,301.85,304.85,306.65
303.65,300.85,304.45,305.25
302.45,300.25,303.45,304.25
300.85,299.45,302.85,303.55
300.25,298.55,302.45,303.15
300.05,297.65,298.15,302.65
299.15,297.55,294.45,302.45
299.75,297.25,293.95,301.85
299.25,296.25,293.85,301.35
299.05,295.75,294.15,300.75
298.65,295.25,293.95,300.95
298.25,295.15,294.05,299.95
298.45,294.85,294.35,299.55
298.95,297.15,294.55,299.65
299.45,299.15,295.35,300.65
299.45,301.05,296.15,301.75
300.65,302.95,297.05,303.45
302.85,304.75,298.35,303.95
304.15,306.25,299.85,305.25
305.55,306.45,301.45,304.85
306.35,306.25,302.25,305.65
306.55,306.25,303.25,305.15
306.95,305.95,303.25,305.15
306.75,306.25,303.25,305.55
305.95,305.65,302.95,305.35
305.25,303.75,302.75,305.05
304.95,302.05,302.25,304.45
304.55,301.45,301.25,304.25
304.45,299.05,300.45,304.15
303.95,298.15,300.15,303.65
303.05,296.55,299.55,300.25
300.55,296.05,298.65,298.35
298.85,295.65,298.15,298.55
297.65,295.25,297.55,298.95
297.65,294.75,296.95,298.85
297.85,294.35,296.75,298.75
297.85,295.45,296.45,298.35
298.25,297.25,296.85,298.35
298.95,298.35,297.25,298.55
300.75,299.85,297.75,297.15
302.05,301.45,298.95,297.05
302.65,302.75,299.95,298.05
303.45,304.05,300.85,299.45
302.85,304.75,302.15,301.45
302.15,305.45,302.95,303.35
300.75,305.15,303.15,304.75
299.55,305.85,303.55,305.15
299.15,305.15,303.35,305.45
296.35,304.75,303.05,305.15
296.65,302.95,297.75,304.65
296.35,301.75,295.65,303.65
297.75,300.85,292.85,302.75
298.05,300.45,293.35,301.65
298.35,300.05,293.55,299.85
298.85,298.95,292.95,299.35
298.35,297.45,292.55,300.55
297.25,297.05,292.65,299.45
297.55,295.85,292.65,298.85
297.55,294.45,292.55,298.45
297.05,294.15,292.75,297.15
296.85,294.05,292.45,297.55
297.25,296.25,292.65,297.95
298.15,298.25,293.75,298.65
299.55,299.95,295.75,300.05
302.25,301.35,296.95,301.65
304.25,302.45,298.25,303.45
305.75,303.35,299.25,304.55
306.35,304.45,300.75,304.75
306.95,304.85,302.45,305.25
307.35,305.25,303.05,305.75
307.65,304.15,304.25,305.75
307.45,303.75,304.65,305.95
305.55,303.25,304.45,305.25
304.55,302.25,304.15,304.75
303.55,301.55,301.55,303.55
303.85,301.05,300.15,302.55
302.75,300.15,298.65,301.95
301.15,299.85,297.55,301.55
299.75,298.65,296.95,300.45
297.85,297.25,296.95,298.85
296.85,297.25,296.75,297.45
296.05,296.05,296.85,296.05
295.85,295.65,296.25,295.05
296.05,295.35,296.25,295.05
296.15,295.25,295.45,294.55
298.45,296.05,295.05,295.35
299.55,297.75,296.85,298.55
301.15,299.75,298.55,300.15
303.55,301.05,300.25,300.85
305.15,302.05,301.75,302.45
306.75,302.85,303.05,303.35
308.25,303.55,304.55,304.35
309.25,304.45,305.55,305.35
310.25,304.55,306.15,305.05
309.95,304.65,306.75,304.95
308.85,304.35,306.95,305.05
307.85,303.45,306.85,304.55
306.35,302.35,306.45,304.05
304.95,301.65,304.95,303.45
304.05,299.25,301.25,302.75
302.95,294.15,300.05,302.35
300.95,293.85,299.85,301.95
301.05,294.15,299.65,301.75
300.55,294.05,298.95,301.55
300.25,293.95,298.25,301.35
299.75,293.65,297.65,301.15
299.25,293.05,297.35,300.35
298.55,293.15,297.35,299.85
298.35,292.95,297.45,299.65
299.55,295.05,297.05,299.75
300.65,297.25,298.25,300.65
301.15,298.55,299.95,301.65
301.75,299.55,301.75,303.05
303.25,301.35,303.05,304.05
305.15,302.55,304.35,304.85
306.95,303.75,305.25,305.95
308.35,305.35,306.15,306.55
308.25,306.15,306.65,306.65
308.55,306.55,307.25,306.55
307.55,306.15,308.05,306.75
307.25,305.45,307.95,306.45
306.25,303.75,306.85,306.05
305.55,302.55,304.55,305.65
304.65,301.85,301.55,305.25
303.75,299.55,302.05,304.95
303.15,298.65,301.35,304.55
303.25,299.15,301.05,304.15
302.75,298.45,299.15,303.65
302.25,296.15,298.85,302.95
301.85,295.15,299.15,302.55
300.85,295.55,298.95,302.25
301.05,295.25,299.15,301.95
300.55,294.85,298.45,302.15
300.65,298.15,298.95,301.95
301.45,299.85,299.25,302.45
300.55,301.75,300.85,303.35
301.05,303.15,301.75,304.45
302.45,304.65,302.25,305.95
303.95,305.65,303.95,307.05
304.95,305.75,304.85,308.05
304.75,306.55,306.05,308.15
304.85,306.45,306.75,308.15
303.45,306.45,306.65,308.45
299.15,306.25,307.05,307.35
298.75,306.35,304.05,306.95
298.85,303.65,304.45,306.55
298.75,302.55,304.45,306.35
298.45,299.45,304.05,306.15
298.25,298.05,302.45,305.75
298.55,297.15,302.55,305.65
298.15,295.95,301.95,305.45
298.05,295.15,301.25,305.05
298.05,294.35,300.65,304.55
297.75,293.65,300.05,304.15
297.55,296.45,298.35,303.85
297.45,295.25,297.65,303.45
297.55,293.85,297.25,303.35
297.85,297.05,297.55,303.15
298.25,298.55,298.35,303.55
298.95,301.15,299.95,304.15
299.55,303.25,301.75,305.35
300.45,304.05,304.05,306.15
302.65,304.45,304.95,306.55
302.25,305.25,306.35,302.85
302.95,305.65,307.85,298.85
302.65,305.35,308.55,300.05
303.05,304.95,308.65,300.55
302.75,304.65,308.75,300.95
302.45,303.95,308.15,301.95
302.15,302.85,307.05,301.65
301.75,302.35,305.65,301.35
300.65,302.65,304.75,300.95
300.55,301.65,303.95,300.45
300.25,300.05,303.25,299.65
299.55,295.15,302.45,299.15
298.95,294.05,301.55,299.05
298.35,294.05,299.85,298.45
298.95,294.35,299.65,297.85
298.85,294.05,298.95,297.65
298.55,293.95,297.65,297.75
298.05,293.55,296.95,298.45
298.75,293.55,297.35,298.65
300.25,293.45,298.15,299.25
302.05,293.15,299.55,300.55
302.95,293.25,300.95,300.55
303.65,293.25,302.15,300.65
303.55,293.25,303.35,301.65
304.45,292.35,304.35,302.05
305.35,292.45,306.05,303.15
306.15,293.05,306.95,303.85
304.95,293.95,307.45,305.45
304.55,295.45,307.65,305.55
304.25,295.25,307.15,304.35
303.45,294.55,305.95,303.35
302.95,293.55,305.15,302.55
302.75,292.75,304.55,301.55
301.95,291.95,304.05,301.05
298.75,291.45,303.55,300.75
299.85,291.05,303.15,300.85
298.75,290.75,302.45,300.45
298.05,290.45,301.65,300.05
298.45,290.15,300.85,298.55
298.05,290.05,300.85,297.85
297.75,290.25,298.95,297.55
298.25,290.25,298.35,297.25
298.35,292.25,297.25,296.95
300.45,294.05,298.75,298.45
302.25,296.35,302.15,301.35
302.85,297.85,303.05,300.95
304.35,299.25,303.95,303.15
305.75,300.15,304.15,304.75
306.45,301.85,304.95,306.55
306.15,302.25,304.15,306.65
306.15,303.15,304.05,307.15
305.55,303.05,304.25,306.55
305.85,302.75,304.45,307.65
304.55,301.45,304.45,306.05
303.95,300.65,304.35,305.65
303.55,300.25,301.45,303.45
303.35,298.25,298.75,302.95
303.25,295.55,298.85,301.95
302.95,294.75,299.95,301.95
302.55,294.35,298.15,301.45
301.15,293.95,297.05,302.35
300.95,292.75,297.25,301.15
301.55,292.55,296.25,300.65
300.45,292.65,296.55,300.25
299.85,291.95,296.25,300.05
299.85,291.45,296.35,296.05
300.65,294.05,296.15,294.95
302.05,295.85,297.15,296.05
302.85,297.75,298.85,296.35
303.55,300.05,301.35,296.65
303.95,301.15,302.45,297.15
305.75,302.55,304.05,298.05
305.75,303.95,305.05,298.95
305.55,305.35,305.85,299.25
305.85,305.75,306.35,300.05
305.85,305.55,306.95,300.45
305.55,304.95,307.25,300.45
305.25,300.25,307.15,300.75
304.65,301.65,306.25,301.35
304.35,301.55,304.55,299.75
304.25,300.65,304.45,298.25
304.05,298.35,302.75,297.55
303.85,296.75,302.15,297.15
302.65,295.75,302.15,295.55
300.35,295.25,300.45,293.95
300.35,295.15,298.55,293.95
299.85,294.65,297.15,292.95
299.75,293.95,296.15,292.85
300.05,294.05,295.55,292.95
300.25,293.85,294.85,293.25
300.15,296.15,294.35,294.65
300.35,297.65,296.95,296.75
300.85,298.75,298.05,298.05
301.35,300.65,299.55,299.65
301.85,302.15,301.55,300.95
302.95,303.35,303.35,302.25
305.25,304.45,304.65,302.45
305.75,305.25,306.25,303.85
304.85,305.95,307.55,304.95
304.15,305.95,308.35,305.55
303.55,304.95,308.25,304.85
303.25,304.35,307.45,304.35
303.15,302.65,306.65,303.75
302.65,300.65,305.45,302.75
302.05,298.35,304.75,302.05
301.95,299.55,304.35,301.55
301.55,300.15,303.65,300.85
301.45,298.45,302.95,300.25
301.35,298.55,302.35,299.85
300.95,298.85,301.95,298.85
300.45,298.65,300.45,298.45
302.25,296.95,298.15,297.05
302.95,296.95,299.85,296.65
302.75,296.25,299.25,297.15
303.45,297.05,298.45,297.35
304.65,298.05,298.95,297.95
305.45,298.05,300.35,298.35
306.15,299.55,301.65,298.85
306.55,300.95,302.45,298.95
307.35,301.95,303.35,299.95
307.75,302.95,304.75,300.45
308.05,302.35,304.75,300.55
308.85,303.35,306.15,300.55
308.75,303.45,306.15,300.15
308.55,303.45,307.05,299.35
307.75,302.15,305.95,298.75
306.55,301.05,304.85,298.65
305.65,300.15,302.25,298.75
304.65,298.75,301.85,297.65
303.65,298.15,301.55,297.25
303.85,297.55,301.95,297.65
303.55,297.05,301.45,297.95
303.15,297.35,301.25,297.55
302.95,296.95,299.85,297.35
299.75,296.65,298.35,297.25
298.85,296.25,298.05,297.25
299.05,295.85,297.65,297.15
296.65,295.65,296.95,297.25
300.95,295.45,296.55,297.35
300.95,296.45,297.05,296.65
302.55,297.95,297.75,296.05
303.65,299.75,297.95,296.25
304.55,300.75,298.35,296.25
305.75,301.75,299.85,296.35
306.25,302.45,301.75,296.15
307.15,302.65,302.35,296.05
307.45,303.25,303.35,296.05
307.05,303.55,303.45,295.75
306.45,303.35,301.75,295.75
305.45,302.55,300.15,295.95
304.15,301.35,300.55,296.05
302.65,300.55,300.55,295.95
301.15,300.05,299.55,295.95
299.35,298.95,298.25,296.55
298.65,298.45,298.35,296.75
297.55,297.55,297.45,296.35
297.05,296.95,296.85,296.35
296.65,296.35,297.35,296.65
297.45,294.95,297.35,297.65
296.55,294.25,297.25,297.45
296.45,294.25,296.75,297.85
295.65,294.25,295.45,297.55
297.65,295.55,295.35,297.55
298.35,297.55,295.35,298.15
300.25,299.25,295.25,299.95
302.45,300.95,295.95,301.35
304.05,302.55,297.25,302.25
305.25,304.15,298.15,303.15
306.15,305.15,298.85,303.65
307.25,305.85,299.75,304.95
307.55,306.15,301.65,305.15
307.65,306.25,301.45,305.25
307.55,305.25,301.05,305.65
305.95,304.35,300.35,305.55
304.65,302.75,300.55,304.85
303.45,301.85,299.95,302.75
302.45,301.35,299.75,301.35
300.25,300.95,298.65,300.65
299.55,300.15,296.45,300.15
300.75,299.45,295.55,299.85
299.95,299.35,295.65,299.45
298.75,298.95,294.85,298.95
299.55,297.95,294.05,297.25
299.45,296.45,294.55,297.25
299.05,295.55,293.95,296.15
298.55,295.05,292.95,296.45
298.25,297.25,292.85,296.45
299.55,298.85,294.25,297.05
300.75,299.95,296.15,299.65
301.85,301.85,297.65,300.75
303.35,303.65,299.25,300.95
304.15,305.05,300.75,302.15
304.05,305.25,302.25,302.95
304.35,306.55,303.85,303.95
303.85,306.65,305.25,304.65
303.55,306.15,305.95,305.25
300.85,305.25,306.35,305.65
299.85,304.35,305.95,305.35
298.95,303.25,304.85,303.95
298.85,302.55,302.95,302.85
298.05,302.25,302.25,302.25
297.55,301.45,300.65,301.55
297.55,300.75,300.85,300.75
297.55,300.35,299.75,299.25
297.55,299.95,299.25,298.85
297.55,298.45,298.65,298.15
297.55,297.25,297.65,297.85
297.35,296.85,297.05,297.35
297.25,296.65,295.25,297.05
297.25,296.95,294.45,296.65
297.25,297.35,295.65,296.65
297.45,298.05,297.25,298.55
299.25,298.25,297.75,300.15
299.75,298.45,299.25,301.75
300.45,299.75,301.35,303.05
300.85,302.85,302.75,304.25
302.55,304.25,304.55,305.35
303.55,304.75,305.35,306.35
304.25,305.85,306.15,307.05
304.45,306.45,305.75,306.95
304.45,306.15,305.85,306.55
303.05,305.05,306.65,306.25
301.55,303.25,304.85,305.45
299.95,301.85,303.55,304.65
298.65,299.65,302.65,303.95
296.65,298.65,302.05,302.95
295.35,298.55,300.85,302.25
295.05,297.85,300.15,301.55
294.95,297.05,299.35,301.15
294.65,296.55,298.55,300.55
294.95,295.15,298.05,300.15
295.05,294.75,297.35,298.35
294.65,294.35,296.45,297.35
294.75,294.45,296.05,297.75
296.25,295.35,295.35,297.45
297.35,296.25,297.15,299.15
297.55,298.45,298.55,301.35
298.65,299.65,300.25,302.55
298.75,299.75,301.55,303.85
298.45,300.05,302.65,304.95
298.35,300.45,303.35,305.45
299.25,301.15,303.75,305.45
299.65,301.05,304.65,306.15
299.65,301.25,304.85,306.25
299.65,301.15,303.55,305.85
299.55,300.95,302.25,305.65
298.75,300.25,301.75,304.95
297.75,299.25,300.15,304.05
297.35,298.75,299.25,303.45
297.65,299.05,298.15,303.25
297.15,298.25,297.65,302.75
296.75,297.05,296.95,302.45
297.05,297.25,296.55,301.35
296.95,296.45,296.35,300.65
296.85,295.75,296.25,300.25
297.45,295.55,296.35,299.55
297.25,295.05,294.55,299.15
297.05,295.05,293.95,298.55
297.05,296.05,294.55,297.75
297.75,297.35,295.15,298.75
298.75,298.75,295.55,300.55
301.05,300.15,296.05,302.05
303.45,301.75,297.55,302.85
305.15,303.15,298.85,302.65
306.35,304.35,298.85,303.25
306.95,305.15,300.85,303.15
307.95,304.75,300.95,303.55
307.55,304.25,297.25,303.15
307.25,304.35,296.45,302.45
305.95,303.65,296.45,302.05
302.25,301.95,295.85,301.85
301.25,300.55,295.95,301.35
298.65,300.45,295.15,301.25
297.85,299.65,295.45,300.35
296.95,294.95,294.85,300.05
295.85,294.25,294.45,299.55
295.85,294.75,294.35,299.65
296.25,294.95,295.35,299.25
295.95,295.55,294.95,298.85
294.95,294.95,294.45,297.95
293.85,295.05,294.45,298.25
295.65,294.85,295.05,297.85
295.95,295.35,294.55,297.75
296.95,297.35,295.25,298.55
299.15,298.55,297.05,299.15
302.15,299.25,298.05,300.55
303.85,301.45,299.65,301.55
305.25,301.95,300.35,301.55
306.65,302.95,300.75,302.05
307.45,303.75,301.15,303.35
307.55,304.45,302.45,304.15
307.45,304.65,302.45,304.65
307.35,304.55,301.45,304.05
306.35,304.55,299.95,303.75
303.65,301.65,300.35,303.85
302.25,300.45,299.05,303.15
300.05,299.35,297.65,302.55
298.25,298.55,296.55,301.65
297.25,297.45,295.75,300.55
295.95,296.85,296.55,300.15
295.55,295.85,295.65,300.75
295.15,294.55,295.55,301.35
295.35,294.75,295.35,302.95
294.65,295.05,295.75,302.55
294.25,293.75,296.05,302.35
295.05,292.15,295.45,301.95
297.05,295.25,295.55,301.55
299.15,297.05,296.35,301.15
300.75,298.85,296.75,300.95
302.75,300.95,297.65,299.85
304.55,302.05,299.35,299.85
306.45,302.85,299.95,299.15
307.45,302.85,301.85,300.25
307.95,304.05,302.75,301.65
308.05,304.55,303.65,302.15
307.75,304.25,303.55,302.55
306.95,303.95,302.45,302.35
305.85,303.55,302.75,302.15
304.15,301.85,301.05,301.35
303.45,300.45,299.65,299.45
303.05,299.65,298.85,298.05
302.75,297.85,299.35,297.85
301.65,297.25,297.35,294.55
300.75,295.25,296.95,292.85
299.65,293.75,295.65,292.75
297.45,292.95,295.65,295.65
296.55,292.25,295.75,292.05
296.45,292.15,295.75,292.15
296.95,292.05,295.45,293.65
297.35,293.45,295.65,292.65
298.15,295.45,295.05,291.35
299.65,296.25,295.95,295.15
302.15,298.85,296.85,296.65
304.05,301.45,298.45,297.95
305.05,303.35,300.65,299.65
305.95,305.15,301.25,300.55
306.15,306.15,302.15,301.45
306.45,307.65,303.05,301.75
306.55,307.55,303.65,302.55
306.15,307.45,304.25,302.75
305.35,307.75,304.35,302.75
303.35,305.75,303.65,302.55
301.85,302.95,302.75,301.85
300.45,300.75,301.05,297.55
299.25,298.85,298.75,299.55
298.15,297.85,297.65,298.35
297.55,295.45,296.95,297.45
297.45,295.25,296.75,296.35
297.05,294.05,295.95,293.65
296.15,292.85,295.95,292.25
296.05,293.05,296.15,291.25
295.95,292.95,295.45,290.65
295.95,291.65,294.45,291.05
295.85,290.75,294.55,291.65
295.85,294.25,295.05,290.95
295.95,296.85,296.05,294.35
296.45,299.15,297.75,296.85
297.05,301.65,299.45,298.65
297.55,303.55,300.75,300.65
298.25,305.15,301.55,302.15
299.85,306.15,302.85,303.55
300.45,306.45,303.65,304.45
300.15,306.35,304.25,305.45
300.15,305.85,303.65,305.45
300.35,305.35,303.65,304.95
300.25,304.35,303.55,299.05
299.35,303.25,302.05,301.45
298.35,301.05,299.95,298.55
297.75,298.65,300.05,295.65
297.75,300.65,298.35,295.15
297.25,298.85,298.45,298.75
297.15,297.25,297.55,297.95
296.15,297.25,295.65,296.45
296.35,297.25,295.95,293.15
295.75,297.65,295.65,291.45
295.55,297.25,295.45,290.25
295.25,296.45,293.95,289.75
294.85,296.55,293.85,290.75
294.95,297.15,293.75,290.25
295.15,297.55,295.55,294.05
295.15,297.65,297.45,297.25
295.25,297.55,298.95,298.85
295.35,297.75,300.55,300.95
296.75,300.45,302.05,302.55
298.45,301.35,303.25,303.95
298.15,300.95,304.65,304.55
298.45,300.75,305.35,304.75
298.65,299.35,305.95,305.05
298.55,298.85,306.45,305.15
298.35,298.15,305.65,305.65
298.05,297.75,304.35,304.55
297.05,296.35,301.95,299.25
296.45,293.95,299.25,301.85
296.15,293.85,297.75,301.35
295.65,293.15,297.65,300.25
295.45,292.35,296.25,299.55
295.35,292.75,295.65,296.25
295.35,292.85,295.55,293.45
294.75,292.65,296.55,293.85
295.25,292.25,295.75,292.25
297.25,292.05,295.65,293.15
297.55,291.95,295.35,294.15
297.95,292.75,293.05,294.05
299.25,293.85,294.75,295.15
299.95,294.85,297.05,296.45
300.45,296.55,298.25,298.35
300.75,297.65,299.55,300.55
